:START_ID,:END_ID,relation,:TYPE
20077,33093,合作,合作
20077,30205,合作,合作
20077,30376,合作,合作
20077,31499,合作,合作
20077,33233,合作,合作
20085,30477,合作,合作
20085,30987,合作,合作
20085,31107,合作,合作
20085,31996,合作,合作
20085,32523,合作,合作
20085,31127,合作,合作
20085,31775,合作,合作
20085,32903,合作,合作
20085,32113,合作,合作
20085,32102,合作,合作
20085,32780,合作,合作
20085,31110,合作,合作
20085,31319,合作,合作
20085,31949,合作,合作
20085,32587,合作,合作
20008,32302,合作,合作
20008,30179,合作,合作
20008,30052,合作,合作
20008,30245,合作,合作
20008,33018,合作,合作
20008,30107,合作,合作
20008,30211,合作,合作
20008,32248,合作,合作
20008,32393,合作,合作
20008,33309,合作,合作
20008,33413,合作,合作
20008,30956,合作,合作
20008,32024,合作,合作
20008,32193,合作,合作
20008,30116,合作,合作
20008,32143,合作,合作
20008,31439,合作,合作
20008,33087,合作,合作
20001,31219,合作,合作
20001,33442,合作,合作
20001,31397,合作,合作
20001,31620,合作,合作
20001,30354,合作,合作
20001,30623,合作,合作
20001,33427,合作,合作
20001,31531,合作,合作
20001,33034,合作,合作
20001,31384,合作,合作
20001,31239,合作,合作
20001,30601,合作,合作
20001,32990,合作,合作
20001,33279,合作,合作
20001,31476,合作,合作
20151,33396,合作,合作
20151,33252,合作,合作
20151,30114,合作,合作
20151,31084,合作,合作
20151,31958,合作,合作
20151,32966,合作,合作
20151,30839,合作,合作
20151,32870,合作,合作
20118,33396,合作,合作
20118,33252,合作,合作
20118,30114,合作,合作
20118,31084,合作,合作
20118,31958,合作,合作
20118,32966,合作,合作
20118,30839,合作,合作
20118,32870,合作,合作
20060,32039,合作,合作
20060,31879,合作,合作
20060,32174,合作,合作
20060,33353,合作,合作
20060,33123,合作,合作
20179,32946,合作,合作
20179,30401,合作,合作
20179,33432,合作,合作
20179,31998,合作,合作
20179,31588,合作,合作
20179,31685,合作,合作
20179,30673,合作,合作
20179,33136,合作,合作
20179,31206,合作,合作
20179,32489,合作,合作
20179,32063,合作,合作
20179,32761,合作,合作
20179,30268,合作,合作
20179,30732,合作,合作
20179,30252,合作,合作
20179,31837,合作,合作
20179,32891,合作,合作
20179,30885,合作,合作
20179,32685,合作,合作
20179,31762,合作,合作
20179,30397,合作,合作
20179,30106,合作,合作
20179,31545,合作,合作
20179,31321,合作,合作
20179,31974,合作,合作
20110,31705,合作,合作
20110,30636,合作,合作
20110,31620,合作,合作
20110,32130,合作,合作
20110,31646,合作,合作
20110,32560,合作,合作
20110,30554,合作,合作
20110,31208,合作,合作
20110,32119,合作,合作
20110,33133,合作,合作
20110,32045,合作,合作
20091,32703,合作,合作
20091,30556,合作,合作
20091,32243,合作,合作
20091,31337,合作,合作
20091,32359,合作,合作
20091,31624,合作,合作
20091,30972,合作,合作
20116,30978,合作,合作
20116,31551,合作,合作
20116,32156,合作,合作
20116,30744,合作,合作
20116,30822,合作,合作
20116,30900,合作,合作
20116,31455,合作,合作
20116,33349,合作,合作
20116,31783,合作,合作
20116,32262,合作,合作
20068,30978,合作,合作
20068,31551,合作,合作
20068,32156,合作,合作
20068,30744,合作,合作
20068,30822,合作,合作
20068,30900,合作,合作
20068,31455,合作,合作
20068,33349,合作,合作
20068,31783,合作,合作
20068,32262,合作,合作
20002,30707,合作,合作
20002,32524,合作,合作
20002,32616,合作,合作
20002,31317,合作,合作
20002,32308,合作,合作
20002,32082,合作,合作
20002,32536,合作,合作
20002,31542,合作,合作
20002,31464,合作,合作
20002,30057,合作,合作
20002,32544,合作,合作
20002,32085,合作,合作
20002,30314,合作,合作
20002,32291,合作,合作
20002,32835,合作,合作
20002,30081,合作,合作
20162,30174,合作,合作
20162,33342,合作,合作
20162,31036,合作,合作
20162,32265,合作,合作
20162,31820,合作,合作
20178,31224,合作,合作
20178,31747,合作,合作
20178,30201,合作,合作
20178,32819,合作,合作
20178,33223,合作,合作
20178,32188,合作,合作
20178,31681,合作,合作
20178,32475,合作,合作
20178,31710,合作,合作
20160,30709,合作,合作
20160,32052,合作,合作
20160,32383,合作,合作
20160,33238,合作,合作
20160,32341,合作,合作
20160,32491,合作,合作
20160,32938,合作,合作
20160,31349,合作,合作
20160,32230,合作,合作
20160,30082,合作,合作
20160,33052,合作,合作
20146,30709,合作,合作
20146,32052,合作,合作
20146,32383,合作,合作
20146,33238,合作,合作
20146,32341,合作,合作
20146,32491,合作,合作
20146,32938,合作,合作
20146,31349,合作,合作
20146,32230,合作,合作
20146,30082,合作,合作
20146,33052,合作,合作
20140,31282,合作,合作
20140,33244,合作,合作
20140,31224,合作,合作
20140,30855,合作,合作
20140,30549,合作,合作
20140,30938,合作,合作
20140,30607,合作,合作
20140,32449,合作,合作
20140,32201,合作,合作
20140,31865,合作,合作
20140,33086,合作,合作
20092,32910,合作,合作
20092,32041,合作,合作
20092,32246,合作,合作
20092,31815,合作,合作
20092,30742,合作,合作
20092,31908,合作,合作
20092,30571,合作,合作
20092,30208,合作,合作
20092,31134,合作,合作
20092,30635,合作,合作
20092,33285,合作,合作
20092,32033,合作,合作
20092,30334,合作,合作
20092,32333,合作,合作
20092,30541,合作,合作
20092,32644,合作,合作
20092,31366,合作,合作
20092,31274,合作,合作
20092,32031,合作,合作
20092,31380,合作,合作
20092,31586,合作,合作
20092,32936,合作,合作
20092,31051,合作,合作
20092,31965,合作,合作
20031,30051,合作,合作
20031,31333,合作,合作
20031,32812,合作,合作
20031,30774,合作,合作
20031,30074,合作,合作
20031,30704,合作,合作
20031,30702,合作,合作
20031,31428,合作,合作
20031,33140,合作,合作
20031,32231,合作,合作
20031,30733,合作,合作
20031,32028,合作,合作
20031,31856,合作,合作
20031,31377,合作,合作
20031,31528,合作,合作
20031,31835,合作,合作
20049,30203,合作,合作
20049,30551,合作,合作
20049,30016,合作,合作
20049,31596,合作,合作
20049,30317,合作,合作
20049,30470,合作,合作
20049,30664,合作,合作
20049,30593,合作,合作
20049,33194,合作,合作
20049,31715,合作,合作
20049,32380,合作,合作
20109,30486,合作,合作
20109,30221,合作,合作
20109,33379,合作,合作
20109,32413,合作,合作
20109,31643,合作,合作
20109,31678,合作,合作
20109,30158,合作,合作
20109,31170,合作,合作
20109,32482,合作,合作
20109,32873,合作,合作
20109,31548,合作,合作
20109,32433,合作,合作
20109,31381,合作,合作
20109,30891,合作,合作
20109,32344,合作,合作
20154,30303,合作,合作
20154,30246,合作,合作
20154,30679,合作,合作
20154,30857,合作,合作
20154,30835,合作,合作
20154,32875,合作,合作
20154,30215,合作,合作
20154,30982,合作,合作
20154,30965,合作,合作
20154,32912,合作,合作
20154,32006,合作,合作
20154,30899,合作,合作
20154,32935,合作,合作
20154,30368,合作,合作
20154,31136,合作,合作
20154,30596,合作,合作
20154,32921,合作,合作
20154,31626,合作,合作
20154,31398,合作,合作
20154,31684,合作,合作
20154,30980,合作,合作
20154,33440,合作,合作
20154,32962,合作,合作
20154,30184,合作,合作
20154,30304,合作,合作
20154,31563,合作,合作
20154,32792,合作,合作
20154,33218,合作,合作
20154,33307,合作,合作
20154,31395,合作,合作
20154,31771,合作,合作
20154,30002,合作,合作
20154,30414,合作,合作
20154,30921,合作,合作
20154,31152,合作,合作
20154,31308,合作,合作
20154,31223,合作,合作
20154,31766,合作,合作
20154,31443,合作,合作
20154,31195,合作,合作
20154,32043,合作,合作
20154,30004,合作,合作
20154,32269,合作,合作
20154,31928,合作,合作
20154,33263,合作,合作
20154,31767,合作,合作
20154,30856,合作,合作
20154,33154,合作,合作
20154,32888,合作,合作
20154,30269,合作,合作
20154,31201,合作,合作
20154,32247,合作,合作
20154,32668,合作,合作
20154,30973,合作,合作
20154,32934,合作,合作
20154,33056,合作,合作
20154,32026,合作,合作
20154,32120,合作,合作
20154,32648,合作,合作
20014,30531,合作,合作
20014,31749,合作,合作
20014,30157,合作,合作
20014,31750,合作,合作
20014,31457,合作,合作
20014,31388,合作,合作
20014,31108,合作,合作
20014,30630,合作,合作
20014,31141,合作,合作
20014,30901,合作,合作
20014,30710,合作,合作
20014,30950,合作,合作
20160,30999,合作,合作
20160,31221,合作,合作
20160,30328,合作,合作
20160,32533,合作,合作
20160,31797,合作,合作
20160,32684,合作,合作
20160,32017,合作,合作
20160,31337,合作,合作
20160,32923,合作,合作
20160,30108,合作,合作
20160,30122,合作,合作
20160,33354,合作,合作
20160,33431,合作,合作
20160,32602,合作,合作
20160,31458,合作,合作
20160,32979,合作,合作
20160,32901,合作,合作
20160,31077,合作,合作
20160,30778,合作,合作
20160,33330,合作,合作
20160,32737,合作,合作
20160,33397,合作,合作
20160,31617,合作,合作
20160,31506,合作,合作
20129,32232,合作,合作
20129,30255,合作,合作
20129,33033,合作,合作
20129,31001,合作,合作
20129,31726,合作,合作
20129,31313,合作,合作
20129,33377,合作,合作
20129,31277,合作,合作
20129,30578,合作,合作
20129,33256,合作,合作
20129,33331,合作,合作
20129,32922,合作,合作
20129,32746,合作,合作
20129,32528,合作,合作
20129,33226,合作,合作
20129,32097,合作,合作
20129,30910,合作,合作
20129,30997,合作,合作
20137,33115,合作,合作
20137,33146,合作,合作
20137,30488,合作,合作
20137,32788,合作,合作
20137,32215,合作,合作
20137,33290,合作,合作
20137,30341,合作,合作
20137,31167,合作,合作
20137,33179,合作,合作
20137,33165,合作,合作
20137,31354,合作,合作
20137,30833,合作,合作
20137,32618,合作,合作
20137,32345,合作,合作
20137,32114,合作,合作
20167,30217,合作,合作
20167,33004,合作,合作
20167,32306,合作,合作
20167,31585,合作,合作
20167,31813,合作,合作
20167,32405,合作,合作
20167,32700,合作,合作
20003,30303,合作,合作
20003,31800,合作,合作
20003,30905,合作,合作
20003,31413,合作,合作
20003,31080,合作,合作
20003,32467,合作,合作
20003,32104,合作,合作
20003,31543,合作,合作
20003,30287,合作,合作
20003,30360,合作,合作
20003,33366,合作,合作
20003,31935,合作,合作
20003,32157,合作,合作
20003,31418,合作,合作
20003,31249,合作,合作
20003,31577,合作,合作
20003,31880,合作,合作
20003,32516,合作,合作
20003,32202,合作,合作
20003,32390,合作,合作
20003,33217,合作,合作
20003,31599,合作,合作
20003,33234,合作,合作
20003,31655,合作,合作
20003,32850,合作,合作
20003,32782,合作,合作
20003,30634,合作,合作
20003,32237,合作,合作
20003,30915,合作,合作
20003,30410,合作,合作
20003,31267,合作,合作
20003,30940,合作,合作
20101,30303,合作,合作
20101,31800,合作,合作
20101,30905,合作,合作
20101,31413,合作,合作
20101,31080,合作,合作
20101,32467,合作,合作
20101,32104,合作,合作
20101,31543,合作,合作
20101,30287,合作,合作
20101,30360,合作,合作
20101,33366,合作,合作
20101,31935,合作,合作
20101,32157,合作,合作
