:START_ID,:END_ID,relation,:TYPE
10245,40005,属于类型,属于类型
10246,40015,属于类型,属于类型
10246,40021,属于类型,属于类型
10246,40025,属于类型,属于类型
10247,40015,属于类型,属于类型
10247,40003,属于类型,属于类型
10247,40001,属于类型,属于类型
10248,40015,属于类型,属于类型
10248,40024,属于类型,属于类型
10248,40010,属于类型,属于类型
10249,40015,属于类型,属于类型
10249,40014,属于类型,属于类型
10249,40022,属于类型,属于类型
